base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info,corrida_longa,mes_abertura,origem_cidade_upper
TAXIGOV_DF_3,1360046,Ministério da Saúde,304,DIRETA,CGSB/DESF/SAPS/MS,,CONCLUÍDA,Reunião,,5.44,5.022,21.11,2024-07-10 12:37:22.270,2024-07-10 12:40:14.477,2024-07-10 12:45:30.107,2024-07-10 12:45:51.837,2024-07-10 12:54:08.383,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.77097,-47.87113,-15.802,-47.86917,-15.80163,-47.86923,,,,,2019.0,2019.0,,PBP-**59,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1360039,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,32.25,30.751,119.33,2024-07-10 12:34:25.613,2024-07-10 12:34:42.387,2024-07-10 12:39:47.690,2024-07-10 12:41:50.183,2024-07-10 13:17:12.993,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"Hospital Regional de Ceilandia, Brasilia, Distrito Federal","Hospital Regional de Ceilandia, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.81533,-48.09638,-15.816,-48.09645,,,,COROLLA,2023.0,2023.0,BRANCA,SGT-**48,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1360038,Ministério da Saúde,304,DIRETA,DPNI,,CONCLUÍDA,Reunião,,6.58,5.507,25.53,2024-07-10 12:33:57.723,2024-07-10 12:34:08.790,2024-07-10 12:41:32.953,2024-07-10 12:43:41.437,2024-07-10 12:55:40.407,,FUNDACAO OSWALDO CRUZ - DISTRITO FEDERAL,,BRASILIA,DF,"Edificio PO 700, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal","Edificio PO 700, Via W 5 Norte, Asa Norte, Brasilia, Distrito Federal",-15.77097,-47.87113,-15.78364,-47.89034,-15.78444,-47.89047,,,,,2019.0,20.0,,PBY-**66,,,Não,10,BRASILIA
TAXIGOV_DF_3,1360027,Ministério da Saúde,304,DIRETA,GAB/SGTES,,CONCLUÍDA,Reunião,,15.14,15.101,58.74,2024-07-10 12:26:02.080,2024-07-10 12:26:12.090,2024-07-10 12:35:34.060,2024-07-10 12:36:23.197,2024-07-10 12:56:01.763,,"AER. INTERNACIONAL DE BRASILIA, S/N",SETOR DE HABITACOES INDIVIDUAIS SUL,LAGO SUL,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.87019,-47.9204,-15.78407,-47.89045,-15.78414,-47.89044,,,,,2024.0,2024.0,,SSL-**29,,,Sim,10,LAGO SUL
TAXIGOV_DF_3,1360022,Presidência da República,26,DIRETA,SNPS/SG/PR,,CONCLUÍDA,Reunião,,5.05,5.139,19.59,2024-07-10 12:24:12.437,2024-07-10 12:24:26.220,2024-07-10 12:30:23.240,2024-07-10 12:30:50.657,2024-07-10 12:38:18.997,,SEN,ASA NORTE,BRASILIA,DF,"Presidencia da Republica - Anexo I, Brasilia, Brasilia, Brasilia, DF","Presidencia da Republica - Anexo I, Brasilia, Brasilia, Brasilia, DF",-15.78274,-47.86835,-15.79944,-47.85939,-15.79974,-47.85934,,,,,2021.0,2022.0,,RET-**80,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1360020,Agência Nacional de Transportes Aquaviários,54843,INDIRETA,SGE/ANTAQ,,CONCLUÍDA,Reunião,,9.78,9.699,36.19,2024-07-10 12:22:57.143,2024-07-10 14:20:13.220,2024-07-10 14:26:07.183,2024-07-10 14:31:03.503,2024-07-10 14:45:51.540,,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,ASA NORTE,BRASILIA,DF,"Camara dos Deputados Anexo IV, Anexo IV, Brasilia, DF","Camara dos Deputados Anexo IV, Anexo IV, Brasilia, DF",-15.74526,-47.89653,-15.80264,-47.86511,-15.80202,-47.86515,,,,COROLLA,2019.0,2020.0,PRETA,PBV-**72,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1360006,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Reunião,,5.9,4.851,22.07,2024-07-10 12:15:21.967,2024-07-10 12:30:33.937,2024-07-10 12:36:39.163,2024-07-10 12:37:15.733,2024-07-10 12:45:48.787,,SCES TRECHO 2,PA 4,BRASILIA,DF,"Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF","Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF",-15.81722,-47.86786,-15.80308,-47.88529,-15.80345,-47.88503,,,,VIRTUS,2024.0,2024.0,PRETA,SSI-**69,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359993,Presidência da República,26,DIRETA,SNJ/SG/PR,,CONCLUÍDA,Reunião,,11.51,11.57,44.66,2024-07-10 12:10:35.843,2024-07-10 12:11:00.423,2024-07-10 12:20:09.960,2024-07-10 12:20:28.123,2024-07-10 12:36:50.167,,"SPO. 15,",BRASILIA,BRASILIA,DF,"Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal","Arco do Anexo do Palacio do Planalto, Via N1, Brasilia, Distrito Federal",-15.83052,-47.93145,-15.79967,-47.85931,-15.79979,-47.8597,,,,,2018.0,2019.0,,PBK-**34,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359983,Agência Espacial Brasileira,4243,INDIRETA,DPEI/AEB,,CONCLUÍDA,Reunião,,24.83,23.585,92.12,2024-07-10 12:07:11.420,2024-07-10 12:47:46.390,2024-07-10 13:03:28.473,2024-07-10 13:16:02.370,2024-07-10 13:45:04.343,,"DF-001, KM 27",JARDIM BOTANICO,BRASILIA,DF,"AEB Agencia Espacial Brasileira, Brasilia, DF","AEB Agencia Espacial Brasileira, Brasilia, DF",-15.86728,-47.82376,-15.81587,-47.94311,-15.81586,-47.94311,,,,SIENA,2018.0,2019.0,PRATA,PBO-**89,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359980,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.14,10.09,39.34,2024-07-10 12:06:02.513,2024-07-10 12:06:26.290,2024-07-10 12:12:01.020,2024-07-10 12:12:05.850,2024-07-10 12:28:48.410,,SAAN QUADRA 1,SAAN,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF",-15.76826,-47.93901,-15.80123,-47.86757,-15.80129,-47.86753,,,,,2018.0,2019.0,,PBN-**94,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359955,Fundação Nacional do Índio,173,INDIRETA,SETEP/FUNAI,,CONCLUÍDA,Reunião,,24.88,25.115,88.32,2024-07-10 11:58:27.953,2024-07-10 11:58:39.897,2024-07-10 12:03:21.370,2024-07-10 12:03:38.323,2024-07-10 12:25:20.280,,EDIFICIO PARQUE CIDADE CORPORATE,ASA SUL,BRASILIA,DF,"Centro de Formacao em Politica Indigenista - FUNAI, Q 2 Q 3, Sobradinho, Brasilia, DF","Centro de Formacao em Politica Indigenista - FUNAI, Q 2 Q 3, Sobradinho, Brasilia, DF",-15.7951,-47.89345,-15.65223,-47.81456,-15.65231,-47.81411,,,,SPIN,2023.0,2023.0,BRANCA,SGS-**72,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359940,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,10.7,5.833,39.59,2024-07-10 11:51:15.630,2024-07-10 11:51:21.510,2024-07-10 11:51:39.060,2024-07-10 11:51:47.013,2024-07-10 12:15:44.547,,"TAGUATINGA SUL, QNC 13 LOTE 01 CASA 2",PA 36,BRASILIA,DF,SAMAMBAIA NORTE QR 401 CONJUNTO 13 CASA 25,"QUADRA QR 401 CONJUNTO 2, QDR401 CJ 13 LT24, SAMAMBAIA - DF, 72319-013, BRASIL",-15.84079,-48.10105,,,-15.87061,-48.09457,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**37,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359931,Empresa de Tecnologia e Informações da Previdência,303,INDIRETA,SGDF/DATAPREV,,CONCLUÍDA,Reunião,,12.83,11.633,47.47,2024-07-10 11:45:31.917,2024-07-10 11:45:42.953,2024-07-10 11:54:23.427,2024-07-10 11:55:11.033,2024-07-10 12:14:55.190,,ITATIAIA ATACADISTA,ZONA INDUSTRIAL GUARA,BRASILIA,DF,"DATAPREV - Empresa de Tecnologia e Informacoes da Previdencia Social, Via L2 Sul, Asa Sul, Brasilia, DF","DATAPREV - Empresa de Tecnologia e Informacoes da Previdencia Social, Via L2 Sul, Asa Sul, Brasilia, DF",-15.8026,-47.95608,-15.80034,-47.87811,-15.8002,-47.87812,,,,ONIX,2022.0,2023.0,BRANCA,SGO-**28,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359929,Ministério das Relações Exteriores,263,DIRETA,ABC/SPECE/MRE,,CONCLUÍDA,Transporte de documentos / materiais,,5.92,6.102,22.97,2024-07-10 11:45:07.247,2024-07-10 11:46:55.747,2024-07-10 11:50:19.680,2024-07-10 11:50:25.967,2024-07-10 11:57:18.950,,"CASA DA ONU - COMPLEXO SERGIO VIEIRA DE MELLO, SEN",ASA NORTE,BRASILIA,DF,"Agencia Brasileira de Cooperacao, SAFS Qd. 2 Lt. 2 Bl. B, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Agencia Brasileira de Cooperacao, SAFS Qd. 2 Lt. 2 Bl. B, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.78163,-47.86534,-15.80409,-47.86801,-15.80424,-47.86801,,,,,2021.0,2022.0,,REQ-**58,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359879,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,1812,INDIRETA,DAI/IBAMA,,CONCLUÍDA,Reunião,,5.54,5.637,20.5,2024-07-10 11:28:32.693,2024-07-10 11:31:07.487,2024-07-10 11:34:00.867,2024-07-10 11:35:36.877,2024-07-10 11:45:16.783,,"ANEXO I DO MINISTERIO DAS RELACOES EXTERIORES, ESPLANADA DOS MINISTERIOS, BLOCO H",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Ibama, Brasilia, Brasilia, DF","Ibama, Brasilia, Brasilia, DF",-15.80129,-47.8677,-15.76718,-47.86158,-15.76754,-47.8614,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**27,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359872,Agência Nacional de Vigilância Sanitária,36687,INDIRETA,AINTE/ANVISA,,CONCLUÍDA,Reunião,,13.34,13.456,46.96,2024-07-10 11:25:56.620,2024-07-10 11:26:06.710,2024-07-10 11:30:22.747,2024-07-10 11:30:56.477,2024-07-10 11:50:43.483,,"MINISTERIO DA SAUDE (MS), ESPLANADA DOS MINISTERIOS, BL. G",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"ANVISA Agencia Nacional de Vigilancia Sanitaria - Sede, Brasilia, Distrito Federal","ANVISA Agencia Nacional de Vigilancia Sanitaria - Sede, Brasilia, Distrito Federal",-15.80055,-47.86855,-15.79912,-47.95372,-15.79944,-47.95363,,,,VIRTUS,2023.0,2023.0,BRANCA,SGT-**86,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359870,Ministério do Turismo,72084,DIRETA,CGCE/GM,,CONCLUÍDA,Reunião,,5.1,4.949,19.79,2024-07-10 11:25:51.507,2024-07-10 11:26:11.010,2024-07-10 11:31:07.663,2024-07-10 11:31:37.080,2024-07-10 11:38:55.047,,BRASILIA PALACE HOTEL,ASA NORTE,BRASILIA,DF,"Ministerio do Turismo, n bl U, Brasilia, DF","Ministerio do Turismo, n bl U, Brasilia, DF",-15.78832,-47.83075,-15.79689,-47.86823,-15.79678,-47.86789,,,,,2023.0,2023.0,,SGR-**55,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359862,Ministério das Relações Exteriores,263,DIRETA,ABC/SPECE/MRE,,CONCLUÍDA,Transporte de documentos / materiais,,6.46,5.446,25.06,2024-07-10 11:22:37.813,2024-07-10 11:22:51.973,2024-07-10 11:29:00.790,2024-07-10 11:29:06.887,2024-07-10 11:36:16.830,,"AGENCIA BRASILEIRA DE COOPERACAO, SAFS QD. 2 LT. 2 BL. B",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Casa da ONU - Complexo Sergio Vieira de Mello, SEN, Asa Norte, Brasilia, Distrito Federal","Casa da ONU - Complexo Sergio Vieira de Mello, SEN, Asa Norte, Brasilia, Distrito Federal",-15.80409,-47.86801,-15.78163,-47.86534,-15.78173,-47.8652,,,,,2021.0,2022.0,,REQ-**58,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359856,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,9.61,6.277,35.56,2024-07-10 11:20:40.213,2024-07-10 11:20:57.877,2024-07-10 11:21:17.670,2024-07-10 11:21:33.923,2024-07-10 11:45:42.920,,"TAGUATINGA SUL, QS 11 CONJUNTO A",PA 36,BRASILIA,DF,TAGUATINGA SUL QNC 13 LOTE 01 CASA 2,"QNC 13, QDNC13 LT1 CS 01, SETOR C NORTE, TAGUATINGA - DF, 77320-000, BRASIL",-15.84079,-48.10105,,,-15.82565,-48.06533,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**37,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359851,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Reunião,,26.72,27.244,98.33,2024-07-10 11:20:16.743,2024-07-10 11:20:22.780,2024-07-10 12:06:52.850,2024-07-10 12:07:18.280,2024-07-10 12:38:32.543,,"QNA 32, LOTE 2 CASA 2",TAGUATINGA NORTE TAGUATINGA,BRASILIA,DF,"214 NORTE, - PA 17","SQN 214 BLOCO E, BLOCO E, ASA NORTE, BRASILIA - DF, 70873-050, BRASIL",-15.82315,-48.0602,-15.74374,-47.88639,-15.74343,-47.88799,,,,COROLLA,2019.0,2020.0,PRETA,PBV-**72,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359829,Presidência da República,26,DIRETA,SPP/SECOM/PR,,CONCLUÍDA,Reunião,,16.86,14.969,65.42,2024-07-10 11:11:59.367,2024-07-10 11:13:48.777,2024-07-10 11:25:03.027,2024-07-10 11:25:59.067,2024-07-10 11:41:39.720,,AEROPORTO INTERNACIONAL DE BRASILIA - PRESIDENTE JUSCELINO KUBITSCHEK,,BRASILIA,DF,"Ministerio dos Transportes - Anexo A e B, Eixo Monumental, Brasilia, Distrito Federal","Ministerio dos Transportes - Anexo A e B, Eixo Monumental, Brasilia, Distrito Federal",-15.87069,-47.91935,-15.79543,-47.86689,-15.79534,-47.86701,,,,,2018.0,2018.0,,PBJ-**25,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359827,Ministério da Saúde,304,DIRETA,DAHU/SAES/MS,,CONCLUÍDA,Reunião,,5.65,4.918,21.92,2024-07-10 11:10:35.273,2024-07-10 11:10:47.460,2024-07-10 11:15:53.820,2024-07-10 11:18:39.010,2024-07-10 11:31:39.193,,PALACIO DO PLANALTO,,BRASILIA,DF,- ASA SUL - BRASILIA,- ASA SUL - BRASILIA,-15.79905,-47.86077,-15.7951,-47.89345,-15.79521,-47.89387,,,,,2024.0,2025.0,,SSL-**49,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359805,Banco Central do Brasil,89,INDIRETA,DEINF/BACEN,,CONCLUÍDA,Reunião,,5.93,4.999,22.18,2024-07-10 11:03:25.403,2024-07-10 11:06:20.750,2024-07-10 11:10:41.777,2024-07-10 11:11:20.327,2024-07-10 11:21:04.900,,SCES TRECHO 2,PA 4,BRASILIA,DF,"Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF","Banco Central do Brasil (BCB), SBS Qd. 3 Bl. B, Brasilia, Brasilia, DF",-15.81722,-47.86786,-15.80308,-47.88529,-15.80324,-47.88463,,,,SPIN ACT,2022.0,2023.0,PRATA,SGR-**00,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359778,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,GABIN/ICMBIO,,CONCLUÍDA,Reunião,,9.12,9.541,32.38,2024-07-10 10:52:51.383,2024-07-10 10:53:08.767,2024-07-10 10:57:47.320,2024-07-10 10:58:14.600,2024-07-10 11:10:46.217,,PALACIO DO PLANALTO,,BRASILIA,DF,"Instituto Chico Mendes de Conservacao da Biodiversidade, Brasilia, DF","Instituto Chico Mendes de Conservacao da Biodiversidade, Brasilia, DF",-15.79905,-47.86077,-15.80329,-47.92629,-15.80319,-47.9263,,,,PRISMA,2017.0,2017.0,BRANCA,PAQ-**53,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359777,Ministério da Justiça e Segurança Pública,235881,DIRETA,ASCOM/GM/MJSP,,CONCLUÍDA,Reunião,,17.98,12.053,69.76,2024-07-10 10:52:47.943,2024-07-10 12:52:32.860,2024-07-10 13:04:33.807,2024-07-10 13:05:05.523,2024-07-10 13:38:59.267,,"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA (MJ), ESPLANADA DOS MINISTERIOS, BL. T",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"CETOP Centro de Treinamento Operacional CBMDF, Estrada Setor Policial Militar, Asa Sul, Brasilia, Distrito Federal","SPO, ASA SUL, BRASILIA - DF, 70610-200, BRASIL",-15.79711,-47.86591,-15.83028,-47.92821,-15.83448,-47.93698,,,,,2024.0,2025.0,,SSJ-**86,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359767,Advocacia-Geral da União,46,DIRETA,GAB/PGF/AGU,,CONCLUÍDA,Reunião,,6.09,5.813,23.63,2024-07-10 10:48:29.163,2024-07-10 10:50:52.613,2024-07-10 10:58:55.063,2024-07-10 10:58:56.050,2024-07-10 11:10:49.973,,SIG QUADRA 6,CRUZEIRO,BRASILIA,DF,"Advocacia-Geral da Uniao, 6, Asa Sul, Brasilia, DF","Advocacia-Geral da Uniao, 6, Asa Sul, Brasilia, DF",-15.79215,-47.9124,-15.80231,-47.88046,-15.80268,-47.88071,,,,,2022.0,2023.0,,REU-**34,,,Não,10,BRASILIA
TAXIGOV_DF_3,1359746,Ministério do Turismo,72084,DIRETA,CGCE/GM,,CONCLUÍDA,Reunião,,6.78,0.033,26.31,2024-07-10 10:39:49.913,2024-07-10 10:41:38.427,2024-07-10 10:46:24.360,2024-07-10 10:50:21.533,2024-07-10 10:50:22.413,,N BL U,PA 2,BRASILIA,DF,"Brasilia Palace Hotel, Asa Norte, Brasilia, DF","EM BLOCO U, BLOCO U, ASA NORTE, BRASILIA - DF, BRASIL",-15.79689,-47.86823,-15.78832,-47.83075,-15.79668,-47.86788,,,,,2023.0,2024.0,,SGW-**21,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359732,Agência Nacional de Vigilância Sanitária,36687,INDIRETA,AINTE/ANVISA,,CONCLUÍDA,Reunião,,12.63,11.859,44.46,2024-07-10 10:34:54.313,2024-07-10 10:35:02.130,2024-07-10 10:44:58.030,2024-07-10 10:45:39.463,2024-07-10 11:02:17.543,,"ANVISA AGENCIA NACIONAL DE VIGILANCIA SANITARIA - SEDE, 57",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, Distrito Federal","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, Distrito Federal",-15.79912,-47.95372,-15.80123,-47.86757,-15.80092,-47.8681,,,,ONIX,2018.0,2018.0,PRATA,SGT-**90,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359731,Ministério das Comunicações,264359,DIRETA,CGCE/MCOM,,CONCLUÍDA,Reunião,,6.72,5.679,26.07,2024-07-10 10:34:13.030,2024-07-10 10:37:15.617,2024-07-10 10:42:30.907,2024-07-10 10:46:46.100,2024-07-10 10:56:52.910,,MINISTERIO DAS COMUNICACOES E DOS TRANSPORTES,PA 2,BRASILIA,DF,"Brasilia Palace Hotel, Asa Norte, Brasilia, Distrito Federal","Brasilia Palace Hotel, Asa Norte, Brasilia, Distrito Federal",-15.79691,-47.86715,-15.78832,-47.83075,-15.78836,-47.83071,,,,,2019.0,2019.0,,PBU-**76,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359692,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,26.07,24.756,96.46,2024-07-10 10:21:47.663,2024-07-10 10:22:03.363,2024-07-10 10:30:21.070,2024-07-10 10:38:05.573,2024-07-10 11:13:54.407,,"HOSPITAL UNIVERSITARIO DE BRASILIA, 604/605",ASA NORTE,BRASILIA,DF,"Qs 11 Conjunto A, Brasilia, DF","QS 11 CONJUNTO A, QDS9 CJA LT 14Q, VILA AREAL, TAGUATINGA - DF, 77320-000, BRASIL",-15.77091,-47.87361,-15.87254,-48.01772,-15.86835,-48.02067,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**37,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359687,Fundação Universidade de Brasília,470,INDIRETA,IH,,CONCLUÍDA,Reunião,,15.17,13.784,55.83,2024-07-10 10:21:05.487,2024-07-10 10:21:12.163,2024-07-10 10:25:59.790,2024-07-10 10:26:27.623,2024-07-10 10:52:25.273,,"RECANTO DAS EMAS, UPA",PA 37,BRASILIA,DF,"QNA 32, LOTE 2 CASA 2 - TAGUATINGA NORTE TAGUATINGA","QNA 32, LOTE 2 CASA 2 - TAGUATINGA NORTE TAGUATINGA",-15.9208,-48.05281,-15.82315,-48.0602,-15.82274,-48.05998,,,,COROLLA,2019.0,2020.0,PRETA,PBV-**72,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359642,Presidência da República,26,DIRETA,DITEC/SA/CC/PR,,CONCLUÍDA,Serviço externo / técnico,,11.08,12.983,42.99,2024-07-10 10:09:05.387,2024-07-10 10:09:15.620,2024-07-10 10:16:40.890,2024-07-10 10:21:14.650,2024-07-10 10:35:20.240,,"RESTAURANTE, PRESIDENCIA DA REPUBLICA",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Residencia Oficial da Granja do Torto, Brasilia, Distrito Federal","PARQUE NACIONAL DE BRASILIA, BRASILIA - DF, 70636-000, BRASIL",-15.79885,-47.85897,-15.70542,-47.90573,-15.71194,-47.90069,,,,,2022.0,2023.0,,SGQ-**74,,,Sim,10,BRASILIA
TAXIGOV_DF_3,1359641,Presidência da República,26,DIRETA,SPP/SECOM/PR,,CONCLUÍDA,Reunião,,17.57,15.236,68.17,2024-07-10 10:09:02.863,2024-07-10 10:10:58.243,2024-07-10 10:12:42.253,2024-07-10 10:14:31.800,2024-07-10 10:36:36.810,,"MINISTERIO DOS TRANSPORTES - ANEXO A E B, EIXO MONUMENTAL",PA 2,BRASILIA,DF,"Aeroporto Internacional de Brasilia - Presidente Juscelino Kubitschek, Brasilia, Distrito Federal","ESTRADA PARQUE AEROPORTO, SETOR DE HABITACOES INDIVIDUAIS SUL, LAGO SUL - DF, 71608-900, BRASIL",-15.79543,-47.86689,-15.87069,-47.91935,-15.87037,-47.92164,,,,,,,,REU-**33,,,Sim,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359633,Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,1812,INDIRETA,DAP/IBAMA,,CONCLUÍDA,Reunião,,5.66,5.602,20.94,2024-07-10 10:06:11.770,2024-07-10 10:08:11.890,2024-07-10 10:13:01.967,2024-07-10 10:13:26.653,2024-07-10 10:21:09.673,,"SENADO FEDERAL BLOCO DE APOIO IV, VIA N2",ASA SUL,BRASILIA,DF,"Ibama, Brasilia, Distrito Federal","IBAMA, ASA NORTE, BRASILIA - DF, BRASIL",-15.79776,-47.86341,-15.76624,-47.86238,-15.76751,-47.86142,,,,COROLLA,2024.0,2024.0,PRATA,SSH-**37,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359620,Instituto Nacional de Colonização e Reforma Agrária,1799,INDIRETA,DAA-2/INCRA,,CONCLUÍDA,Reunião,,5.05,5.564,18.68,2024-07-10 10:02:29.933,2024-07-10 10:04:25.810,2024-07-10 10:09:22.487,2024-07-10 10:09:59.210,2024-07-10 10:20:59.010,,"INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA (INCRA), SBN QD. 1 BL. D",ASA NORTE,BRASILIA,DF,"Sgon Q 4, SGO Q 1 Ae, 1, Brasilia, Distrito Federal","SGO, 13, ASA NORTE, BRASILIA - DF, 70610-650, BRASIL",-15.79096,-47.8794,-15.77651,-47.91079,-15.77723,-47.91168,,,,KICKS,2023.0,2024.0,PRATA,SGV-**61,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359616,Departamento Nacional de Infraestrutura de Transportes,54844,INDIRETA,DNIT/MINFRA,,CONCLUÍDA,Reunião,,5.57,4.734,20.72,2024-07-10 10:01:33.903,2024-07-10 10:01:48.053,2024-07-10 10:06:01.713,2024-07-10 10:10:33.983,2024-07-10 10:22:20.440,,SAN QD. 3 BL. A,ASA NORTE,BRASILIA,DF,"Sesc Estacao 504 Sul (DF), Asa Sul, Brasilia, DF","Sesc Estacao 504 Sul (DF), Asa Sul, Brasilia, DF",-15.79071,-47.87523,-15.8064,-47.89845,-15.80588,-47.89843,,,,KICKS,2022.0,2022.0,BRANCA,SGN-**25,,,Não,10,BRASILIA
TAXIGOV_DF_ENTIDADES,1359600,Instituto Nacional de Colonização e Reforma Agrária,1799,INDIRETA,DAA-2.2/INCRA,,CONCLUÍDA,Reunião,,5.3,5.989,19.61,2024-07-10 09:57:22.440,2024-07-10 09:57:32.570,2024-07-10 10:03:05.120,2024-07-10 10:03:15.330,2024-07-10 10:16:16.613,,SGO Q 1 AE,SETORES COMPLEMENTARES,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF","Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF",-15.77651,-47.91079,-15.79089,-47.87956,-15.79112,-47.8797,,,,COROLLA,2019.0,2019.0,PRETA,PBU-**76,,,Não,10,BRASILIA
