base_origem,qru_corrida,orgao_nome,orgao_codigo_siorg,orgao_categoria,unidade_administrativa_nome,unidade_administrativa_codigo_siorg,status,motivo,justificativa,km_total,km_rota_calculada,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,data_cancelamento,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,avaliacao_usuario_nota,avaliacao_usuario_texto,veiculo_fabricante,veiculo_modelo,veiculo_ano_fabricacao,veiculo_ano_modelo,veiculo_cor,veiculo_placa,ateste_setorial_data,conteste_info
TAXIGOV_DF_3,1363213,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,GAB / SFTS / MDA,,CONCLUÍDA,Reunião,,2.03,3.032,7.88,2024-07-12 13:51:11.117,2024-07-12 13:51:22.187,2024-07-12 13:57:18.853,2024-07-12 13:57:28.143,2024-07-12 14:05:01.303,,ESPLANADA DOS MINISTERIOS,ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF","Instituto Nacional de Colonizacao e Reforma Agraria - Sede, Asa Norte, Brasilia, DF",-15.79906,-47.87167,-15.79089,-47.87956,-15.79118,-47.87968,,,,,2023,2023,,SGR-**14,,
TAXIGOV_DF_ENTIDADES,1363212,Fundação Oswaldo Cruz,315,INDIRETA,SEAD/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,3.33,2.646,12.32,2024-07-12 13:51:03.647,2024-07-12 13:51:12.557,2024-07-12 13:51:24.787,2024-07-12 13:51:55.433,2024-07-12 13:59:13.413,,"204/404 NORTE CORREIOS,",PA 12,BRASILIA,DF,"UNB DARCY RIBEIRO, - ASA NORTE","CAMPUS DARCY RIBEIRO UNB, ASA NORTE, BRASILIA - DF, 70910-900, BRASIL",-15.77526,-47.87812,-15.76562,-47.87206,-15.77152,-47.87089,,,,VOYAGE,2021,2022,BRANCA,RTG-**03,,
TAXIGOV_DF_3,1363209,Ministério da Saúde,304,DIRETA,SEIDIGI,,CONCLUÍDA,Reunião,,4.14,4.259,16.06,2024-07-12 13:50:34.393,2024-07-12 13:50:46.597,2024-07-12 13:52:57.103,2024-07-12 13:56:36.180,2024-07-12 14:03:09.770,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, DF","Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, DF",-15.80024,-47.86838,-15.77097,-47.87113,-15.77155,-47.8709,,,,,2022,2023,,REV-**05,,
TAXIGOV_DF_ENTIDADES,1363204,Fundo Nacional de Desenvolvimento da Educação,253,INDIRETA,GABIN/FNDE,,CONCLUÍDA,Reunião,,8.39,8.361,31.04,2024-07-12 13:47:10.467,2024-07-12 13:49:06.467,2024-07-12 13:53:20.467,2024-07-12 13:55:02.657,2024-07-12 14:11:07.020,,"FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO, SBS, 12",ASA SUL,BRASILIA,DF,"Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal","Royal Tulip Brasilia Alvorada, Asa Norte, Brasilia, Distrito Federal",-15.80089,-47.88341,-15.78685,-47.829,-15.78774,-47.82922,,,,SIENA,2018,2019,BRANCA,PBK-**34,,
TAXIGOV_DF_3,1363181,Presidência da República,26,DIRETA,SNPS/SG/PR,,CONCLUÍDA,Reunião,,4.05,4.149,15.71,2024-07-12 13:37:47.963,2024-07-12 13:38:01.830,2024-07-12 13:43:52.890,2024-07-12 13:44:11.420,2024-07-12 13:51:47.870,,VIA N1,ASA SUL,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.79967,-47.85931,-15.80607,-47.84357,-15.8062,-47.8431,,,,,2018,2018,,QOB-**36,,
TAXIGOV_DF_3,1363179,Ministério da Saúde,304,DIRETA,GAB/SESAI,,CONCLUÍDA,Reunião,,10.07,8.033,39.07,2024-07-12 13:37:01.023,2024-07-12 13:37:15.247,2024-07-12 13:42:25.060,2024-07-12 13:45:00.210,2024-07-12 14:01:57.407,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF","PO 700, SRTVN Quadra 03, ASA NORTE, BRASILIA, DF",-15.83033,-47.93057,-15.78354,-47.8903,-15.78409,-47.89077,,,,,,,,PBN-**16,,
TAXIGOV_DF_3,1363178,Ministério da Saúde,304,DIRETA,GM/MS,,CONCLUÍDA,Reunião,,4.94,5.123,19.17,2024-07-12 13:36:37.120,2024-07-12 13:36:46.677,2024-07-12 13:37:21.013,2024-07-12 13:40:16.323,2024-07-12 13:47:49.103,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF","Instituto Serzedello Correa, SCES Trecho 3 Polo 8, 4, Brasilia, DF",-15.80024,-47.86838,-15.80607,-47.84357,-15.80623,-47.8431,,,,,2021,2022,,RET-**80,,
TAXIGOV_DF_3,1363177,Ministério da Saúde,304,DIRETA,GM/MS,,CONCLUÍDA,Reunião,,1.0,1.228,7.76,2024-07-12 13:36:33.110,2024-07-12 13:36:42.813,2024-07-12 13:42:07.507,2024-07-12 13:42:26.333,2024-07-12 13:45:53.487,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Palacio do Planalto, Brasilia, DF","Palacio do Planalto, Brasilia, DF",-15.80024,-47.86838,-15.79905,-47.86077,-15.79925,-47.86181,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_ENTIDADES,1363173,Fundação Oswaldo Cruz,315,INDIRETA,SEAD/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,4.14,3.151,15.32,2024-07-12 13:33:23.467,2024-07-12 13:33:32.020,2024-07-12 13:37:32.827,2024-07-12 13:40:38.507,2024-07-12 13:49:13.060,,UNB CAMPUS DARCY RIBEIRO,BRASILIA,BRASILIA,DF,"Correios, Asa Norte, Brasilia, DF","Correios, Asa Norte, Brasilia, DF",-15.77112,-47.87152,-15.77492,-47.87768,-15.77488,-47.87757,,,,VOYAGE,2021,2022,BRANCA,RTG-**03,,
TAXIGOV_DF_3,1363170,Ministério da Justiça e Segurança Pública,235881,DIRETA,SENAD/MJSP,,CONCLUÍDA,Reunião,,4.09,4.162,15.87,2024-07-12 13:27:36.757,2024-07-12 13:27:53.320,2024-07-12 13:30:22.733,2024-07-12 13:30:30.913,2024-07-12 13:42:04.513,,"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA (MJ), ESPLANADA DOS MINISTERIOS, BL. T",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, Distrito Federal","Fundacao Oswaldo Cruz - Distrito Federal, Brasilia, Distrito Federal",-15.79711,-47.86591,-15.77097,-47.87113,-15.77156,-47.87092,,,,,2018,2019,,PBK-**34,,
TAXIGOV_DF_3,1363160,Ministério da Saúde,304,DIRETA,CAEQ,,CONCLUÍDA,Reunião,,1.16,1.546,7.76,2024-07-12 13:21:42.550,2024-07-12 13:21:53.793,2024-07-12 13:25:13.690,2024-07-12 13:26:43.167,2024-07-12 13:29:18.673,,"ANEXO DO MINISTERIO DA SAUDE, EIXO MONUMENTAL",G,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.80181,-47.86856,-15.79905,-47.86077,-15.79924,-47.86178,,,,,2018,2018,,SGX-**20,,
TAXIGOV_DF_3,1363159,Ministério da Educação,244,DIRETA,AGTA/MEC,,CONCLUÍDA,Reunião,,1.36,1.291,7.76,2024-07-12 13:21:06.913,2024-07-12 13:21:14.797,2024-07-12 13:23:15.130,2024-07-12 13:24:22.307,2024-07-12 13:26:19.963,,"MINISTERIO DA ECONOMIA - BLOCO C, ESPLANADA DOS MINISTERIOS",ZONA CIVICO-ADMINISTRATIVA,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.79906,-47.87167,-15.79905,-47.86077,-15.79952,-47.86161,,,,,2021,2021,,RDJ-**50,,
TAXIGOV_DF_3,1363158,Ministério da Educação,244,DIRETA,CETREMEC,,CONCLUÍDA,Reunião,,3.29,3.143,12.77,2024-07-12 13:19:49.123,2024-07-12 13:20:21.620,2024-07-12 13:24:06.757,2024-07-12 13:25:53.720,2024-07-12 13:31:35.877,,"MEC CETREMEC, SGAS",ASA SUL,BRASILIA,DF,"Ministerio da Educacao - Anexo I, Brasilia, Distrito Federal","Ministerio da Educacao - Anexo I, Brasilia, Distrito Federal",-15.81501,-47.88775,-15.79362,-47.87239,-15.79345,-47.87289,,,,,2023,2024,,SGW-**91,,
TAXIGOV_DF_3,1363157,Presidência da República,26,DIRETA,SE/SG/PR,,CONCLUÍDA,Reunião,,11.18,11.322,43.38,2024-07-12 13:17:47.227,2024-07-12 13:18:46.170,2024-07-12 13:31:20.227,2024-07-12 13:31:26.677,2024-07-12 13:50:18.503,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Palacio do Planalto - Anexo I, Praca dos Tres Poderes, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Palacio do Planalto - Anexo I, Praca dos Tres Poderes, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.83033,-47.93057,-15.79955,-47.85965,-15.79981,-47.85934,,,,,2023,2023,,SGR-**14,,
TAXIGOV_DF_3,1363156,Ministério da Saúde,304,DIRETA,CAEQ,,CANCELADA,Reunião,,,,,2024-07-12 13:16:56.657,2024-07-12 13:17:07.113,,2024-07-12 13:17:07.113,2024-07-12 13:17:42.387,2024-07-12 13:17:42.387,"ANEXO DO MINISTERIO DA SAUDE, EIXO MONUMENTAL",G,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal",,-15.80181,-47.86856,-15.79905,-47.86077,,,,,,,2021,2021,,RDJ-**50,,
TAXIGOV_DF_3,1363155,Ministério da Saúde,304,DIRETA,ASCER/GM/MS,,CONCLUÍDA,Reunião,,0.96,1.23,7.76,2024-07-12 13:16:44.650,2024-07-12 13:17:06.820,2024-07-12 13:23:15.380,2024-07-12 13:23:38.550,2024-07-12 13:25:57.697,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.80024,-47.86838,-15.79905,-47.86077,-15.79927,-47.86181,,,,,2023,2023,,SGS-**70,,
TAXIGOV_DF_3,1363147,Presidência da República,26,DIRETA,SIMP/SECOM/PR,,CANCELADA,Reunião,,,,7.76,2024-07-12 13:10:26.850,2024-07-12 13:10:34.707,,2024-07-12 13:10:34.707,2024-07-12 13:15:44.640,2024-07-12 13:15:44.640,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - BRASILIA,ASA NORTE,BRASILIA,DF,"Anexo I (Palacio do Planalto   Presidencia da Republica), Praca dos Tres Poderes, Brasilia, Distrito Federal",,-15.78747,-47.87253,-15.79955,-47.85925,,,,,,,2023,2023,,SGV-**21,,
TAXIGOV_DF_3,1363143,Ministério da Saúde,304,DIRETA,GAB/SVS,,CONCLUÍDA,Reunião,,5.51,5.112,21.38,2024-07-12 13:07:18.173,2024-07-12 13:07:54.247,2024-07-12 13:12:55.330,2024-07-12 13:13:43.527,2024-07-12 13:23:23.610,,"PO 700, SRTVN",ASA NORTE,BRASILIA,DF,"Palacio do Planalto, Brasilia, Distrito Federal","Palacio do Planalto, Brasilia, Distrito Federal",-15.78456,-47.88949,-15.79905,-47.86077,-15.79926,-47.86178,,,,,2021,2022,,RES-**48,,
TAXIGOV_DF_3,1363125,Ministério da Saúde,304,DIRETA,CGPCLIN,,CONCLUÍDA,Reunião,,4.07,4.118,15.79,2024-07-12 12:54:10.150,2024-07-12 12:54:27.943,2024-07-12 13:01:07.407,2024-07-12 13:01:38.867,2024-07-12 13:10:14.160,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80024,-47.86838,-15.78407,-47.89045,-15.78405,-47.89046,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_3,1363124,Ministério da Justiça e Segurança Pública,235881,DIRETA,SRPRF-DF/PRF,704,CONCLUÍDA,Outros,,2.36,2.502,9.16,2024-07-12 12:53:37.830,2024-07-12 12:53:45.340,2024-07-12 12:58:34.220,2024-07-12 12:59:56.743,2024-07-12 13:06:51.870,,SUPERINTENDENCIA REGIONAL DA POLICIA RODOVIARIA FEDERAL NO DISTRITO FEDERAL,GUARA II,BRASILIA,DF,"Car7 Auto Service, Brasilia, Distrito Federal","Car7 Auto Service, Brasilia, Distrito Federal",-15.8026,-47.96958,-15.79055,-47.97575,-15.79051,-47.97563,5.0,,,,2023,2024,,SGW-**05,,
TAXIGOV_DF_ENTIDADES,1363118,Fundação Oswaldo Cruz,315,INDIRETA,NEVS/FIOCRUZ-BSB,,CONCLUÍDA,Reunião,,23.42,23.18,86.65,2024-07-12 12:45:58.353,2024-07-12 12:46:08.250,2024-07-12 12:50:50.060,2024-07-12 12:52:27.707,2024-07-12 13:19:55.300,,HOSPITAL UNIVERSITARIO DE BRASILIA - EMERGENCIA,ASA NORTE,BRASILIA,DF,"UBS 1 do Paranoa, Q 21 Conjunto M, 15, Brasilia, Distrito Federal","UBS 1 do Paranoa, Q 21 Conjunto M, 15, Brasilia, Distrito Federal",-15.77171,-47.87302,-15.76921,-47.77993,-15.76969,-47.77985,,,,VIRTUS ,2023,2023,PRATA,SGU-**46,,
TAXIGOV_DF_3,1363116,Ministério da Saúde,304,DIRETA,GAB/SVS,,CONCLUÍDA,Reunião,,4.58,4.195,17.77,2024-07-12 12:45:18.223,2024-07-12 12:45:28.830,2024-07-12 12:48:18.007,2024-07-12 12:48:46.633,2024-07-12 12:57:37.420,,"SRTVN, 701",ASA NORTE,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF","Ministerio da Saude - Bloco G, Brasilia, DF",-15.78407,-47.89045,-15.80024,-47.86838,-15.80007,-47.86814,,,,,2019,2020,,REF-**82,,
TAXIGOV_DF_3,1363115,Ministério da Saúde,304,DIRETA,DAF/SCTIE/MS,,CONCLUÍDA,Reunião,,2.38,2.751,9.23,2024-07-12 12:45:01.030,2024-07-12 12:45:09.520,2024-07-12 12:50:52.627,2024-07-12 12:52:26.413,2024-07-12 12:58:17.560,,QUADRA 4,ASA SUL,BRASILIA,DF,"Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, Brasilia, Brasilia, DF","Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, Brasilia, Brasilia, DF",-15.80319,-47.88373,-15.80055,-47.86855,-15.80029,-47.86821,,,,,2023,2024,,SGV-**61,,
TAXIGOV_DF_3,1363110,Ministério da Saúde,304,DIRETA,GM/MS,,CANCELADA,Reunião,,,,7.76,2024-07-12 12:36:28.560,2024-07-12 12:46:05.847,,2024-07-12 12:36:28.560,2024-07-12 12:46:05.847,2024-07-12 12:46:05.847,"SCES TR. 3 POLO 8, LT. 3",ASA SUL,BRASILIA,DF,"Ministerio da Saude - Bloco G, Brasilia, DF",,-15.80629,-47.84259,-15.80024,-47.86838,,,,,,,,,,,,
TAXIGOV_DF_3,1363109,Ministério da Saúde,304,DIRETA,DAF/SCTIE/MS,,CANCELADA,Reunião,,,,7.76,2024-07-12 12:35:40.310,2024-07-12 12:44:16.450,,2024-07-12 12:44:16.450,2024-07-12 12:44:45.593,2024-07-12 12:44:45.593,QUADRA 4,ASA SUL,BRASILIA,DF,"Ministerio da Saude (MS), Esplanada dos Ministerios, Bl. G, Brasilia, Brasilia, DF",,-15.80319,-47.88373,-15.80055,-47.86855,,,,,,,2018,2019,,PBR-**65,,
TAXIGOV_DF_3,1363105,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,GM / MDA,,CONCLUÍDA,Reunião,,1.31,1.7,7.76,2024-07-12 12:33:45.203,2024-07-12 12:33:52.680,2024-07-12 12:37:50.290,2024-07-12 12:38:24.073,2024-07-12 12:43:42.483,,PALACIO DO PLANALTO,,BRASILIA,DF,ESPLANADA DOS MINISTERIOS - ZONA CIVICO-ADMINISTRATIVA - BRASILIA,ESPLANADA DOS MINISTERIOS - ZONA CIVICO-ADMINISTRATIVA - BRASILIA,-15.79905,-47.86077,-15.79906,-47.87167,-15.79923,-47.87152,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_3,1363104,Ministério da Educação,244,DIRETA,GPIS/DAF/SETEC,,CONCLUÍDA,Reunião,,1.78,2.433,7.76,2024-07-12 12:33:42.303,2024-07-12 12:37:15.220,2024-07-12 12:40:59.370,2024-07-12 12:41:51.160,2024-07-12 12:46:53.627,,EDIFICIO SIDERBRAS - MINISTERIO DA PESCA E AQUICULTURA; E REITORIA DO IFB,ASA SUL,BRASILIA,DF,"Ministerio da Educacao (MEC), Esplanada dos Ministerios, Bl. L, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Educacao (MEC), Esplanada dos Ministerios, Bl. L, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.80098,-47.8792,-15.7949,-47.87322,-15.79509,-47.87288,,,,,2022,2022,,REU-**98,,
TAXIGOV_DF_3,1363100,Ministério da Justiça e Segurança Pública,235881,DIRETA,ANPD/MJSP,,CONCLUÍDA,Reunião,,3.75,3.85,14.55,2024-07-12 12:31:50.530,2024-07-12 12:32:38.140,2024-07-12 12:36:55.360,2024-07-12 12:37:22.930,2024-07-12 12:46:57.447,,"ANEXO II DO ITAMARATY (BOLO DE NOIVA), VIA S2",ASA SUL,BRASILIA,DF,"Autoridade Nacional de Protecao de Dados - ANPD, Eixo Monumental, Asa Norte, Brasilia, Distrito Federal","Autoridade Nacional de Protecao de Dados - ANPD, Eixo Monumental, Asa Norte, Brasilia, Distrito Federal",-15.80205,-47.868,-15.78703,-47.89102,-15.78677,-47.8912,,,,,2018,2018,,QOB-**36,,
TAXIGOV_DF_ENTIDADES,1363080,Fundação Universidade de Brasília,470,INDIRETA,FT/UNB,,CONCLUÍDA,Reunião,,15.75,14.758,57.96,2024-07-12 12:22:17.983,2024-07-12 12:22:25.230,2024-07-12 12:23:35.973,2024-07-12 12:58:27.090,2024-07-12 13:20:28.110,,"SIA QUADRA 4C, SIA PARAFUSOS E FERRAMENTAS",ZONA INDUSTRIAL GUARA,BRASILIA,DF,"UNB DARCY RIBEIRO, - ASA NORTE","UNB DARCY RIBEIRO, - ASA NORTE",-15.80447,-47.95002,-15.76562,-47.87206,-15.76636,-47.87138,,,,SIENA,2018,2018,BRANCA,PBJ-**25,,
TAXIGOV_DF_3,1363077,Ministério da Educação,244,DIRETA,AGTA/MEC,,CONCLUÍDA,Reunião,,9.09,9.829,35.27,2024-07-12 12:20:25.610,2024-07-12 12:20:42.100,2024-07-12 12:26:07.230,2024-07-12 12:26:50.037,2024-07-12 12:41:03.757,,ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA - ENAP,ASA SUL,BRASILIA,DF,"Ministerio da Educacao, Brasilia, Distrito Federal","Ministerio da Educacao, Brasilia, Distrito Federal",-15.83033,-47.93057,-15.79501,-47.87305,-15.79509,-47.87291,,,,,2024,2024,,SSI-**99,,
TAXIGOV_DF_3,1363073,Ministério da Saúde,304,DIRETA,DEPPROS,,CONCLUÍDA,Reunião,,2.02,2.22,7.84,2024-07-12 12:18:42.673,2024-07-12 12:22:10.587,2024-07-12 12:25:21.193,2024-07-12 12:26:22.780,2024-07-12 12:33:14.107,,ANEXO MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF","Ministerio da Saude - Anexo B, Esplanada dos Ministerios, ZONA CIVICOADMINISTRATIVA, BRASILIA, DF",-15.79355,-47.87271,-15.802,-47.86917,-15.80159,-47.86923,,,,,2017,2017,,PAQ-**53,,
TAXIGOV_DF_3,1363071,Ministério das Comunicações,264359,DIRETA,ASCOM/MCOM,,CANCELADA,Reunião,,,,7.76,2024-07-12 12:17:26.117,2024-07-12 12:22:47.330,,2024-07-12 12:17:26.117,2024-07-12 12:22:47.330,2024-07-12 12:22:47.330,BRISAS DO LAGO,SCES,BRASILIA,DF,"Aeroporto Internacional de Brasilia, Rodovia Presidente Juscelino Kubitschek, s/n, Brasilia, Distrito Federal",,-15.80656,-47.83058,-15.86997,-47.92097,,,,,,,,,,,,
TAXIGOV_DF_3,1363069,Ministério das Relações Exteriores,263,DIRETA,SGAD/SG/MRE,,CONCLUÍDA,Reunião,,10.11,10.055,39.23,2024-07-12 12:16:34.190,2024-07-12 12:16:44.937,2024-07-12 12:22:47.290,2024-07-12 12:22:47.950,2024-07-12 12:40:09.087,,"SAAN QUADRA 1, 135",ZONA INDUSTRIAL,BRASILIA,DF,"Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF","Ministerio das Relacoes Exteriores   Anexo I, Eixo Monumental, Brasilia, DF",-15.76826,-47.93901,-15.80123,-47.86757,-15.80132,-47.86788,,,,,2022,2023,,SGQ-**06,,
TAXIGOV_DF_3,1363068,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,DDTS / SFTS /MDA,,CANCELADA,Reunião,,,,7.76,2024-07-12 12:15:33.860,2024-07-12 12:23:31.483,,2024-07-12 12:15:33.860,2024-07-12 12:23:31.483,2024-07-12 12:23:31.483,PALACIO DO DESENVOLVIMENTO,ASA NORTE,BRASILIA,DF,"Ministerio da Economia - Bloco C, Esplanada dos Ministerios, Zona Civico-Administrativa, Brasilia, DF",,-15.79075,-47.87953,-15.79906,-47.87167,,,,,,,,,,,,
TAXIGOV_DF_3,1363065,Ministério de Minas e Energia,2852,DIRETA,SPE/MME,,CONCLUÍDA,Reunião,,10.19,10.203,39.54,2024-07-12 12:12:50.833,2024-07-12 12:14:08.447,2024-07-12 12:22:40.063,2024-07-12 12:23:35.923,2024-07-12 12:39:35.917,,EM BLOCO U,ASA NORTE,BRASILIA,DF,"Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF","Escola Nacional de Administracao Publica - Enap, Asa Sul, Brasilia, DF",-15.79693,-47.86814,-15.83033,-47.93057,-15.83026,-47.93135,,,,,2021,2022,,RES-**04,,
TAXIGOV_DF_3,1363062,Ministério da Saúde,304,DIRETA,CGFNS,,CONCLUÍDA,Reunião,,16.45,8.925,63.83,2024-07-12 12:11:01.243,2024-07-12 12:11:15.940,2024-07-12 12:16:30.963,2024-07-12 12:17:13.263,2024-07-12 12:45:50.683,,EDITORA MINISTERIO DA SAUDE,ZONA INDUSTRIAL GUARA,BRASILIA,DF,"PO 700, Via W 5 Norte, Asa Norte, Brasilia, DF","PRACA DO BURITI, EIXO MONUMENTAL, BRASILIA - DF, 70610-600, BRASIL",-15.80181,-47.95617,-15.78364,-47.89034,-15.78512,-47.91228,,,,,2018,2018,,SGT-**90,,
TAXIGOV_DF_ENTIDADES,1363061,Instituto Chico Mendes de Conservação da Biodiversidade,91842,INDIRETA,DIPLAN/ICMBIO,,CONCLUÍDA,Reunião,,8.74,8.835,31.03,2024-07-12 12:10:22.067,2024-07-12 12:11:04.357,2024-07-12 12:12:40.890,2024-07-12 12:15:28.793,2024-07-12 12:36:20.267,,"ESPLANADA DOS MINISTERIOS, BL. B",ASA SUL,BRASILIA,DF,"Instituto Chico Mendes de Conservacao da Biodiversidade, Brasilia, DF","EPIG, SUDOESTE/OCTOGONAL, CRUZEIRO - DF, 70670-400, BRASIL",-15.7989,-47.87262,-15.80329,-47.92629,-15.80429,-47.92527,,,,COROLLA,2023,2023, PRETA,SGW-**96,,
TAXIGOV_DF_3,1363059,Ministério da Saúde,304,DIRETA,GAB/SESAI,,CONCLUÍDA,Reunião,,4.19,4.123,16.26,2024-07-12 12:08:43.167,2024-07-12 12:08:56.847,2024-07-12 12:09:05.157,2024-07-12 12:10:45.263,2024-07-12 12:22:02.437,,MINISTERIO DA SAUDE - BLOCO G,,BRASILIA,DF,"PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF","PO700 - Ministerio da Saude, SRTVN, 701, Asa Norte, Brasilia, DF",-15.80024,-47.86838,-15.78407,-47.89045,-15.78409,-47.89048,,,,,2021,2022,,RET-**80,,
TAXIGOV_DF_3,1363054,Ministério do Desenvolvimento Agrário e Agricultura Familiar,308794,DIRETA,CGLOG / SPOA / SE / MDA,,CONCLUÍDA,Reunião,,1.96,2.397,7.76,2024-07-12 12:06:10.230,2024-07-12 12:07:19.803,2024-07-12 12:13:10.943,2024-07-12 12:15:11.060,2024-07-12 12:22:33.947,,PALACIO DO DESENVOLVIMENTO,ASA NORTE,BRASILIA,DF,"Ministerio da Agricultura e Pecuaria, Brasilia, Distrito Federal","Ministerio da Agricultura e Pecuaria, Brasilia, Distrito Federal",-15.79075,-47.87953,-15.79954,-47.87093,-15.79911,-47.87145,,,,,2019,2019,,PBP-**59,,
TAXIGOV_DF_ENTIDADES,1363053,Banco Central do Brasil,89,INDIRETA,DEMAP/INFRA,,CONCLUÍDA,Outros,,19.96,13.131,74.65,2024-07-12 12:05:48.143,2024-07-12 12:05:58.230,2024-07-12 12:06:08.450,2024-07-12 13:10:26.363,2024-07-12 13:54:19.743,,"SIA, ELETROSIA MATERIAL ELÉTRICO",SIA,BRASILIA,DF,"BANCO CENTRAL, - PA 3","CLS 201, QD 3 BL A, ASA SUL, BRASILIA - DF, 70232-550, BRASIL",-15.7897,-47.96733,-15.80147,-47.88527,-15.80336,-47.88491,,,,COROLLA,2024,2024,PRETA,SSH-**13,,
TAXIGOV_DF_3,1363050,Ministério da Justiça e Segurança Pública,235881,DIRETA,DIROP/PRF,704,CONCLUÍDA,Reunião,,2.3,3.165,8.92,2024-07-12 12:02:20.530,2024-07-12 12:02:28.813,2024-07-12 12:17:15.360,2024-07-12 12:18:43.720,2024-07-12 12:24:09.430,,POLICIA RODOVIARIA FEDERAL - SEDE,SETOR POLICIAL SUL,BRASILIA,DF,"Lava Jato Loto Car, Sof Sul Q 9 Q 10 Conjunto B, 08, Brasilia, DF","Lava Jato Loto Car, Sof Sul Q 9 Q 10 Conjunto B, 08, Brasilia, DF",-15.81446,-47.94706,-15.82309,-47.9581,-15.82324,-47.958,,,,,2023,2023,,SGU-**95,,
TAXIGOV_DF_3,1363041,Ministério do Meio Ambiente,1927,DIRETA,CGGA/SPOA/MMA,,CONCLUÍDA,Reunião,,6.97,6.999,27.04,2024-07-12 11:58:35.560,2024-07-12 11:58:58.433,2024-07-12 12:05:19.263,2024-07-12 12:06:51.837,2024-07-12 12:16:45.667,,Q 8 BL 1 7,SETOR SUDOESTE,BRASILIA,DF,"Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF","Ministerio do Meio Ambiente, Eixo Monumental, Brasilia, DF",-15.78666,-47.92444,-15.79859,-47.87243,-15.79872,-47.87221,,,,,2023,2024,,SSF-**09,,
